customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9359-JANWS,Male,0,NO,No,65.0,Yes,No,Dsl,Yes,No,Yes,Yes,No,No,1 year,No,Credit card (automatic),58.9,3857.1,No
7517-SAWMO,m,0,NO,No,19.0,Yes,No,dsl,Yes,No,No,No,No,No,Month-to-Month,Yes,Electronic check,73.2,1441.1,Yes
4143-HHPMK,Male,0,n,No,52.0,Yes,No,fiber,No,Yes,No,No,No,Yes,Two Year,Yes,Electronic check,85.35,4338.6,Yes
3279-DYZQM,Male,0,No,Yes,71.0,Yes,No,Dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Mailed check,19.45,1378.45,No
7054-LGEQW,Male,0,No,No,1.0,Yes,No,fiber optic,No,No,No,No,No,No,One Year,No,Mailed check,45.95,45.95,Yes
0523-VNGTF,m,1,No,No,52.0,No,No phone service,fiber optic,No,Yes,Yes,Yes,Yes,No,2 Year,Yes,Electronic check,50.5,2566.3,No
9575-IWCAZ,fe male,0,NO,No,6.0,Yes,Yes,fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 Year,No,Mailed check,25.1,171,No
7105-MXJLL,Male,1,y,No,26.0,Yes,No,dsl,No,No,Yes,No,No,Yes,Month-to-Month,No,Mailed check,60.7,1597.4,No
7064-FRRSW,fe male,1,NO,No,48.0,Yes,Yes,fiber optic,No,Yes,No,No,Yes,Yes,One Year,Yes,Electronic check,99.0,4744.35,No
7940-UQQUG,fe male,0,no,Yes,64.0,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,1 year,Yes,Bank transfer (automatic),104.4,6721.6,No
0923-PNFUB,Male,0,No,No,3.0,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,1 year,No,Electronic check,83.75,247.25,Yes
3961-SXAXY,Male,0,n,No,1.0,Yes,No,Dsl,No,No,No,No,No,No,month to month,Yes,Bank transfer (automatic),44.05,44.05,No
7010-BRBUU,fe male,0,n,Yes,72.0,Yes,Yes,dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month to month,No,Credit card (automatic),24.1,1734.65,No
3566-HJGPK,FEMALE,0,YES,No,1.0,Yes,No,Fiber Optic,No,No,No,No,No,No,Two Year,Yes,Mailed check,45.55,45.55,No
3062-ICYZQ,FEMALE,0,No,Yes,51.0,Yes,Yes,fiber optic,Yes,Yes,No,No,No,Yes,month to month,Yes,Electronic check,93.8,4539.35,No
9938-PRCVK,fe male,0,YES,,41.0,Yes,No,fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 year,No,Bank transfer (automatic),19.7,804.25,No
0973-KYVNF,FEMALE,0,NO,Yes,72.0,Yes,No,fiber,Yes,Yes,Yes,No,Yes,No,One Year,Yes,Credit card (automatic),70.65,5011.15,No
5129-HHMZC,Female,0,Yes,No,43.0,Yes,Yes,fiber,Yes,Yes,No,Yes,Yes,Yes,month to month,No,Credit card (automatic),86.45,3574.5,No
9637-CDTKZ,fe male,0,y,No,,Yes,Yes,dsl,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit card (automatic),114.1,8086.4,No
3946-JEWRQ,f,0,Yes,No,47.0,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,1 Year,Yes,Credit card (automatic),95.2,4563,No
7873-CVMAW,FEMALE,0,Yes,No,72.0,Yes,Yes,dsl,Yes,Yes,Yes,Yes,Yes,Yes,2 Year,No,Credit card (automatic),88.55,,No
0463-WZZKO,Female,0,y,No,3.0,Yes,No,Fiber Optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 year,Yes,Credit card (automatic),20.75,67.1,No
3494-JCHRQ,Male,0,NO,No,1.0,Yes,No,DSL,No,No,No,No,No,No,month to month,Yes,Electronic check,70.05,70.05,Yes
6474-FVJLC,Male,0,Yes,No,2.0,Yes,Yes,Fiberoptic,No,No,No,No,No,Yes,2 Year,Yes,Electronic check,86.0,165.45,Yes
4524-QCSSM,fe male,0,Yes,No,26.0,No,No phone service,Fiber Optic,Yes,Yes,No,No,No,Yes,1 Year,Yes,Bank transfer (automatic),44.65,1156.55,No
5832-EXGTT,f,0,YES,,29.0,Yes,No,dsl,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed check,60.2,,No
8840-DQLGN,f,1,No,No,35.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,2 year,Yes,Bank transfer (automatic),100.5,,Yes
2039-JONDJ,f,0,YES,No,27.0,Yes,No,Fiberoptic,Yes,Yes,No,No,No,No,1 Year,No,Bank transfer (automatic),55.45,,No
7217-JYHOQ,Male,0,n,Yes,24.0,Yes,No,fiber optic,Yes,Yes,No,Yes,No,Yes,2 year,Yes,Credit card (automatic),70.3,,No
6695-FRVEC,FEMALE,0,n,Yes,67.0,Yes,No,Dsl,Yes,No,Yes,Yes,No,No,2 Year,Yes,Bank transfer (automatic),60.4,3953.7,No
4547-LYTDD,Male,0,y,No,16.0,Yes,Yes,dsl,No,No,No,No,No,No,month to month,No,Electronic check,72.65,1194.3,Yes
9894-QMIMJ,Male,0,NO,No,23.0,Yes,No,DSL,No,Yes,Yes,No,No,No,Two Year,No,Bank transfer (automatic),55.8,1327.85,No
8069-YQQAJ,fe male,0,YES,No,14.0,No,No phone service,Fiberoptic,No,Yes,No,No,No,No,Month-to-Month,Yes,Mailed check,31.1,419.7,No
6770-XUAGN,Male,0,no,Yes,1.0,Yes,No,Fiberoptic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 year,Yes,Electronic check,21.0,21,Yes
4193-ORFCL,Female,1,Yes,No,1.0,Yes,No,Fiberoptic,No,No,No,No,No,No,month to month,No,Mailed check,,45.1,Yes
1636-NTNCO,fe male,1,y,No,4.0,No,No phone service,fiber optic,No,Yes,No,No,Yes,Yes,1 year,Yes,Credit card (automatic),50.95,207.35,No
3466-WAESX,Male,0,n,Yes,16.0,Yes,Yes,Fiberoptic,Yes,Yes,No,No,No,Yes,2 Year,Yes,Electronic check,69.1,1083.7,No
9281-PKKZE,Male,0,No,No,46.0,No,No phone service,dsl,No,No,No,No,Yes,Yes,1 year,Yes,Electronic check,,2007.85,No
3638-VBZTA,m,0,NO,Yes,68.0,Yes,Yes,Fiberoptic,Yes,Yes,No,Yes,Yes,Yes,1 year,Yes,Bank transfer (automatic),86.5,5882.75,No
7459-IMVYU,fe male,0,y,No,38.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two Year,No,Electronic check,69.95,2657.55,No
7776-QWNFX,FEMALE,1,n,No,30.0,Yes,No,fiber,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank transfer (automatic),50.4,1527.5,Yes
6689-TCZHQ,FEMALE,1,Yes,No,5.0,Yes,No,Fiberoptic,No,No,No,No,No,Yes,1 Year,No,Electronic check,78.95,378.4,Yes
8563-OYMQY,Male,0,Yes,No,17.0,Yes,No,DSL,No,Yes,Yes,No,No,Yes,month to month,Yes,Credit card (automatic),90.95,1612.2,No
0754-EEBDC,Male,0,Yes,Yes,4.0,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month to month,No,Mailed check,19.9,76.65,No
5777-ZPQNC,f,0,Yes,No,12.0,Yes,No,Fiberoptic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Electronic check,20.15,260.7,No
1951-IEYXM,fe male,0,n,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,,Credit card (automatic),,6441.85,No
3318-NMQXL,fe male,0,Yes,No,3.0,Yes,No,fiber optic,No,No,No,No,Yes,Yes,Two Year,Yes,Electronic check,92.0,,No
3143-ILDAL,f,0,n,No,56.0,Yes,Yes,fiber,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Electronic check,94.45,5124.6,Yes
1022-RKXDR,FEMALE,0,no,No,41.0,Yes,Yes,Fiber Optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 Year,Yes,Mailed check,24.85,962.25,No
2361-FJWNO,fe male,0,Yes,No,40.0,No,No phone service,Fiberoptic,No,Yes,No,Yes,No,No,month to month,No,Credit card (automatic),36.0,,No
2272-UOINI,m,0,No,No,7.0,Yes,No,fiber,Yes,Yes,No,Yes,Yes,Yes,1 year,Yes,Electronic check,78.5,571.05,No
8232-UTFOZ,fe male,0,No,No,69.0,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 year,No,Credit card (automatic),19.95,1399.35,No
3750-YHRYO,fe male,0,NO,Yes,7.0,Yes,No,Dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 year,No,Mailed check,20.65,150,No
6637-KYRCV,fe male,0,y,Yes,5.0,No,No phone service,fiber optic,No,Yes,No,No,No,No,One Year,Yes,Electronic check,30.5,167.2,No
5668-MEISB,FEMALE,0,No,Yes,72.0,Yes,Yes,fiber optic,Yes,Yes,Yes,Yes,Yes,No,2 Year,No,Credit card (automatic),106.1,7657.4,No
0129-QMPDR,m,0,Yes,Yes,44.0,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 Year,Yes,Bank transfer (automatic),20.5,865.05,No
7188-CBBBA,FEMALE,0,Yes,No,65.0,Yes,Yes,Dsl,No,Yes,Yes,No,Yes,No,month to month,Yes,Electronic check,95.5,6153.85,No
5356-CSVSQ,f,0,No,No,3.0,Yes,Yes,Fiberoptic,No,No,No,Yes,Yes,No,Two Year,No,Electronic check,64.6,174.2,No
3221-CJMSG,fe male,0,y,No,24.0,Yes,No,Fiberoptic,No,No,No,Yes,No,No,Month-to-Month,Yes,Credit card (automatic),51.1,1269.6,No
4720-VSTSI,Male,0,no,No,44.0,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,1 year,Yes,Bank transfer (automatic),84.8,3862.55,Yes
3219-JQRSL,fe male,1,Yes,No,72.0,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit card (automatic),89.1,6352.4,No
2801-NISEI,FEMALE,0,no,No,24.0,Yes,No,Dsl,Yes,No,No,Yes,No,No,2 year,No,Electronic check,54.95,1348.5,No
3946-MHCZW,FEMALE,0,no,No,,Yes,No,dsl,No,No,Yes,No,No,No,1 year,No,Mailed check,50.9,50.9,Yes
4623-ZKHLY,fe male,0,YES,No,22.0,Yes,No,Fiberoptic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 Year,Yes,Bank transfer (automatic),20.45,471.55,No
6732-VAILE,FEMALE,0,NO,Yes,70.0,Yes,Yes,fiber,No,Yes,Yes,Yes,Yes,Yes,1 year,Yes,Credit card (automatic),85.95,5931.75,No
8201-AAXCB,m,0,YES,Yes,25.0,Yes,Yes,DSL,No,No,No,No,Yes,No,1 year,No,Electronic check,60.35,1404.65,No
7696-CFTAT,m,0,NO,Yes,37.0,Yes,No,Fiber Optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 year,No,Bank transfer (automatic),19.8,726.1,No
1845-CSBRZ,Male,1,NO,Yes,22.0,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,2 Year,No,Bank transfer (automatic),85.35,1961.6,No
2123-VSCOT,f,0,YES,Yes,59.0,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,2 Year,Yes,Bank transfer (automatic),72.1,4194.85,No
6651-AZVTJ,Male,0,y,,49.0,Yes,Yes,fiber optic,No,No,Yes,No,Yes,Yes,Two Year,Yes,Electronic check,99.8,4872.45,Yes
4566-GOLUK,f,0,NO,Yes,47.0,Yes,Yes,fiber optic,No,No,Yes,Yes,Yes,Yes,1 Year,Yes,Bank transfer (automatic),107.35,5118.95,Yes
2484-DGXPZ,f,0,no,Yes,31.0,Yes,No,Dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 Year,Yes,Mailed check,19.55,658.95,Yes
2018-QKYGT,Male,0,n,Yes,1.0,Yes,No,Fiber Optic,No,No,No,No,No,Yes,1 Year,Yes,Electronic check,81.05,81.05,No
2792-VPPET,f,0,No,No,,Yes,No,fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 year,,Electronic check,20.5,76.95,No
7409-JURKQ,m,0,NO,,53.0,Yes,Yes,fiber optic,No,Yes,Yes,Yes,Yes,Yes,1 Year,Yes,Bank transfer (automatic),111.8,5809.75,No
3247-MHJKM,Female,0,No,No,1.0,Yes,No,Fiber Optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 Year,No,Mailed check,20.2,20.2,No
1964-SVLEA,f,0,no,No,20.0,Yes,No,Dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month to month,Yes,Mailed check,19.7,415.9,No
4587-NUKOX,Male,0,no,No,3.0,Yes,No,dsl,Yes,Yes,No,No,No,No,1 Year,Yes,Electronic check,79.1,246.5,Yes
7297-DVYGA,m,0,YES,No,51.0,Yes,No,Fiberoptic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 year,Yes,Bank transfer (automatic),19.85,996.95,No
2239-CGBUZ,FEMALE,0,n,No,51.0,Yes,No,fiber,Yes,Yes,No,Yes,No,No,Two Year,Yes,Bank transfer (automatic),60.5,3145.15,No
0854-UYHZD,Male,0,Yes,Yes,13.0,Yes,No,fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month to month,No,Mailed check,19.55,265.3,No
7243-LCGGZ,FEMALE,0,no,No,1.0,Yes,No,fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Mailed check,20.9,20.9,No
8267-KFGYD,Male,0,Yes,,1.0,Yes,No,dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,Yes,Mailed check,21.05,21.05,No
4890-VMUAV,FEMALE,0,y,No,63.0,Yes,Yes,dsl,Yes,Yes,Yes,Yes,No,No,One Year,No,Electronic check,71.5,4576.3,No
9261-WDCAF,Female,0,No,No,3.0,Yes,No,dsl,No,No,No,No,No,Yes,month to month,No,Mailed check,54.65,189.1,No
3764-MNMOI,Female,0,YES,No,46.0,Yes,No,Fiber Optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,No,Credit card (automatic),19.2,908.15,No
7442-YGZFK,Female,0,Yes,No,1.0,Yes,Yes,fiber,No,No,No,No,No,No,2 year,Yes,Credit card (automatic),49.8,49.8,No
0420-BWTPW,Female,0,NO,Yes,8.0,No,No phone service,DSL,No,No,No,No,No,No,2 Year,No,Mailed check,25.5,215.2,Yes
8229-BUJHX,FEMALE,0,NO,Yes,71.0,Yes,No,fiber,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Bank transfer (automatic),20.5,1500.95,No
7449-HVPIV,f,0,n,Yes,,Yes,Yes,dsl,No,No,Yes,No,Yes,No,Two Year,Yes,Credit card (automatic),90.4,5099.15,No
5504-WSIUR,m,0,Yes,No,70.0,Yes,Yes,fiber,No,Yes,Yes,Yes,No,No,2 year,Yes,Bank transfer (automatic),90.25,6385.95,No
8183-ONMXC,FEMALE,0,YES,No,2.0,Yes,No,Fiber Optic,No,No,No,No,No,Yes,2 Year,No,Electronic check,80.75,159.45,Yes
8466-PZBLH,fe male,0,Yes,Yes,67.0,Yes,Yes,Fiberoptic,Yes,No,No,Yes,Yes,Yes,1 year,No,Bank transfer (automatic),104.6,6885.75,No
9614-RMGHA,fe male,0,Yes,No,65.0,Yes,Yes,Fiberoptic,No,Yes,No,No,Yes,No,1 year,Yes,Bank transfer (automatic),91.85,5940.85,Yes
8735-IJJEG,fe male,0,No,No,14.0,Yes,No,fiber,No,No,Yes,No,No,No,One Year,No,Credit card (automatic),,668.85,No
0564-MUUQK,fe male,0,Yes,Yes,20.0,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,2 year,Yes,Bank transfer (automatic),95.5,1916.2,No
5054-IEXZT,Female,0,Yes,Yes,1.0,Yes,No,fiber,No,Yes,No,No,No,No,Month-to-Month,Yes,Electronic check,75.35,75.35,Yes
5834-ASPWA,Male,0,No,No,1.0,Yes,Yes,DSL,No,No,No,No,No,No,2 Year,Yes,Electronic check,75.45,75.45,Yes
0701-RFGFI,fe male,0,No,Yes,49.0,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,1 year,Yes,Bank transfer (automatic),95.4,4613.95,No
0019-EFAEP,FEMALE,0,No,No,,Yes,Yes,fiber,Yes,Yes,Yes,No,Yes,No,1 year,Yes,Bank transfer (automatic),101.3,7261.25,No
5619-PTMIK,Female,0,No,No,46.0,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,month to month,No,Electronic check,53.1,2459.8,No
3737-XBQDD,m,0,no,No,24.0,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,month to month,Yes,Bank transfer (automatic),84.85,2048.8,No
5882-CMAZQ,Male,0,NO,Yes,5.0,No,No phone service,Dsl,No,Yes,No,Yes,No,No,2 year,No,Electronic check,34.25,163.55,No
5846-QFDFI,f,0,n,Yes,33.0,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,One Year,No,Credit card (automatic),,2888.7,No
4445-KWOKW,f,0,YES,No,42.0,Yes,Yes,dsl,Yes,Yes,No,No,No,No,2 year,Yes,Bank transfer (automatic),60.15,2421.6,No
3511-APPBJ,m,0,YES,No,23.0,Yes,No,fiber optic,Yes,No,Yes,No,Yes,Yes,2 Year,Yes,Credit card (automatic),99.95,2292.75,No
7967-HYCDE,Female,0,No,,8.0,Yes,No,fiber,No,No,No,No,No,No,month to month,No,Bank transfer (automatic),70.7,553.4,No
2430-RRYUW,Male,0,YES,No,66.0,Yes,No,Dsl,Yes,Yes,No,No,No,No,1 year,,Mailed check,54.8,3465.7,No
3948-XHGNA,fe male,0,Yes,No,24.0,Yes,No,fiber,Yes,No,No,No,No,No,2 Year,Yes,Bank transfer (automatic),49.55,,Yes
3723-BFBGR,fe male,1,n,,24.0,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,month to month,No,Credit card (automatic),,1291.3,No
0565-IYCGT,m,0,y,No,69.0,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,No,Yes,1 Year,Yes,Credit card (automatic),78.6,5356.45,Yes
5447-WZAFP,f,0,Yes,No,53.0,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,2 Year,Yes,Mailed check,100.3,5200.8,No
5110-CHOPY,Female,0,NO,No,60.0,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,2 year,No,Electronic check,,3237.05,No
5445-UTODQ,Male,0,No,No,7.0,Yes,No,dsl,No,No,No,No,Yes,No,2 year,Yes,Electronic check,81.1,576.65,Yes
4425-OWHWB,Male,0,no,No,20.0,Yes,No,fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 year,Yes,Credit card (automatic),19.35,433.75,No
7892-QVYKW,Male,0,no,,23.0,Yes,Yes,DSL,No,No,No,No,No,Yes,2 year,No,Electronic check,85.6,1868.4,No
9675-ICXCT,Male,0,y,Yes,72.0,Yes,No,Dsl,Yes,No,Yes,Yes,Yes,Yes,month to month,Yes,Electronic check,80.8,,No
1024-VRZHF,Male,0,YES,No,11.0,Yes,Yes,Fiber Optic,No,No,No,No,No,No,2 Year,Yes,Electronic check,74.95,825.7,Yes
4703-MQYKT,Male,0,Yes,No,21.0,Yes,No,fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 year,No,Mailed check,19.6,390.4,No
9497-QCMMS,Male,1,y,No,1.0,Yes,Yes,dsl,No,No,No,No,Yes,Yes,month to month,Yes,Electronic check,93.55,93.55,Yes
5692-ICXLW,m,1,NO,No,,Yes,Yes,fiber optic,No,Yes,No,No,Yes,No,month to month,Yes,Electronic check,90.7,2845.15,No
0602-DDUML,Male,0,Yes,No,57.0,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,No,1 year,No,Mailed check,69.75,,No
2208-MPXIO,f,0,NO,Yes,45.0,Yes,No,fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 Year,Yes,Bank transfer (automatic),20.0,886.4,No
1960-UYCNN,FEMALE,0,n,,10.0,Yes,Yes,dsl,No,Yes,Yes,No,No,Yes,2 year,Yes,Electronic check,95.25,1021.55,No
0348-SDKOL,fe male,0,No,No,58.0,Yes,Yes,Dsl,No,No,Yes,Yes,Yes,Yes,2 Year,Yes,Credit card (automatic),102.1,5885.4,Yes
3190-FZATL,Female,0,n,,14.0,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 Year,No,Mailed check,19.95,268.4,No
7336-RLLRH,Male,0,no,No,27.0,Yes,Yes,fiber optic,Yes,No,No,Yes,Yes,Yes,1 Year,No,Mailed check,80.85,2204.35,No
4373-MAVJG,Male,0,NO,Yes,14.0,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,2 Year,Yes,Bank transfer (automatic),90.9,1259,Yes
8901-HJXTF,m,0,y,Yes,,No,No phone service,fiber optic,No,Yes,No,No,No,No,2 Year,No,Mailed check,29.2,309.1,Yes
7710-JSYOA,m,0,NO,,69.0,Yes,Yes,Fiberoptic,No,Yes,No,Yes,No,Yes,Two Year,Yes,Bank transfer (automatic),93.3,6398.05,No
5419-KLXBN,Male,0,No,Yes,25.0,Yes,No,Fiberoptic,No,Yes,Yes,No,Yes,No,month to month,Yes,Bank transfer (automatic),89.15,2257.75,Yes
3424-NMNBO,f,1,Yes,No,58.0,Yes,Yes,fiber optic,Yes,Yes,Yes,No,Yes,Yes,2 Year,,Electronic check,108.85,,Yes
9885-MFVSU,fe male,0,y,Yes,35.0,No,No phone service,fiber,Yes,No,No,Yes,Yes,No,1 year,Yes,Credit card (automatic),46.35,1662.05,No
4514-GFCFI,Male,1,YES,No,16.0,Yes,Yes,fiber,No,No,No,No,Yes,No,month to month,,Electronic check,,1350.15,Yes
0607-MVMGC,Male,0,Yes,Yes,45.0,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,1 Year,No,Credit card (automatic),,3600.65,No
3365-SAIGS,f,0,NO,No,17.0,Yes,No,fiber optic,No,Yes,No,No,Yes,No,Two Year,Yes,Electronic check,83.55,1329.15,No
9828-AOQLM,FEMALE,0,no,Yes,1.0,Yes,No,Fiber Optic,No,No,No,No,No,No,month to month,,Electronic check,45.7,45.7,Yes
8022-BECSI,fe male,0,Yes,No,22.0,Yes,No,fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Mailed check,19.6,422.5,No
8000-REIQB,m,1,NO,,1.0,Yes,No,dsl,No,No,No,No,No,No,Month-to-Month,Yes,Electronic check,69.95,69.95,Yes
9993-LHIEB,fe male,0,YES,Yes,67.0,Yes,No,fiber,Yes,No,Yes,Yes,No,Yes,One Year,No,Mailed check,67.85,4627.65,No
0266-CLZKZ,Male,0,Yes,Yes,67.0,Yes,Yes,Fiberoptic,No,No,Yes,Yes,Yes,Yes,month to month,Yes,Bank transfer (automatic),,6717.9,No
7615-ESMYF,Male,0,y,No,2.0,No,No phone service,DSL,No,No,No,No,Yes,Yes,One Year,No,Electronic check,44.6,97.1,Yes
3858-VOBET,FEMALE,0,No,No,23.0,Yes,Yes,dsl,No,No,No,No,No,No,month to month,Yes,Electronic check,74.95,1710.45,Yes
7020-OZKXZ,FEMALE,1,Yes,No,9.0,Yes,No,fiber optic,No,No,Yes,No,No,No,2 Year,No,Credit card (automatic),75.5,637.4,No
3977-QCRSL,m,0,y,No,5.0,Yes,No,Fiber Optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 year,No,Mailed check,20.15,,No
0017-DINOC,Female,0,Yes,No,54.0,No,No phone service,fiber,Yes,No,No,Yes,Yes,No,1 Year,No,Credit card (automatic),,2460.55,No
1447-PJGGA,Female,0,No,No,57.0,Yes,No,fiber optic,No,No,Yes,No,Yes,Yes,month to month,Yes,Electronic check,95.25,5464.65,Yes
8565-CLBZW,Male,0,y,No,24.0,Yes,Yes,fiber,No,No,Yes,No,Yes,No,month to month,Yes,Mailed check,89.85,2165.05,Yes
9139-WQQDY,FEMALE,0,No,Yes,49.0,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,1 year,No,Mailed check,100.45,4941.8,Yes
0224-HJAPT,Male,0,Yes,No,5.0,Yes,Yes,fiber optic,No,No,No,No,No,No,Two Year,No,Electronic check,47.15,223.15,Yes
8086-OVPWV,Female,0,y,No,2.0,Yes,No,dsl,No,No,No,No,No,Yes,month to month,Yes,Electronic check,80.2,181.1,Yes
9430-FRQOC,f,0,Yes,Yes,4.0,Yes,Yes,fiber optic,No,No,Yes,Yes,No,No,2 year,Yes,Mailed check,87.1,341.45,Yes
7639-OPLNG,fe male,0,y,Yes,70.0,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,Yes,No,2 year,Yes,Bank transfer (automatic),79.25,5731.85,No
3074-GQWYX,Male,0,No,No,5.0,Yes,Yes,Fiber Optic,No,No,No,No,No,No,month to month,Yes,Bank transfer (automatic),75.9,357.75,Yes
1492-QGCLU,FEMALE,0,no,Yes,53.0,Yes,Yes,Fiberoptic,Yes,No,Yes,Yes,Yes,Yes,1 Year,No,Electronic check,,4616.1,No
6845-RGTYS,Male,0,no,No,47.0,Yes,Yes,fiber optic,Yes,Yes,Yes,No,Yes,No,1 year,Yes,Electronic check,98.75,4533.7,Yes
7328-OWMOM,FEMALE,0,NO,Yes,31.0,Yes,No,dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month to month,No,Credit card (automatic),20.1,589.25,No
4418-LZMSV,fe male,0,NO,Yes,13.0,Yes,No,Dsl,No,Yes,Yes,Yes,No,No,1 year,No,Bank transfer (automatic),,750.1,No
5155-AZQPB,Male,0,No,Yes,28.0,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,No,Mailed check,49.9,1410.25,No
8861-HGGKB,Male,0,n,No,10.0,Yes,Yes,Dsl,No,No,No,No,No,Yes,2 Year,,Electronic check,86.45,830.85,Yes
1087-GRUYI,Male,0,Yes,No,38.0,Yes,No,fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,No,Bank transfer (automatic),,743.5,No
7065-YUNRY,m,0,y,No,1.0,Yes,No,fiber optic,No,No,No,No,No,No,Two Year,,Mailed check,45.3,45.3,Yes
